Title,Contact,Phone,Email,Website,Address,Hours,URL
Tractor & Equipment Co. - Helena,Customer Service Specialist,(833) 922-1024,aginfo@tractorandequipment.com,http://www.tractorandequipment.com,"3598 Centennial DriveHelena, MT 59601",Sun: closed - closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: closed - closed,https://www.machinerypete.com/store/tractor-equipment-co-helena
West River Equipment - Mandan,Jeremy Or Delvin,(701) 401-9371,sales@westriverequipment.com,https://www.westriverequipment.com/,"1417 39th AveMandan, ND 58544",Sun: closed - closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 02:00 PM,https://www.machinerypete.com/store/west-river-equipment-mandan
United Ag & Turf - Pembroke,Kyle Simard,(603) 226-2188,pembroke@UATNE.COM,https://www.unitedagandturf.com,"149 Sheep Davis Rd.Pembroke, NH 03275",Sun: closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/united-ag-turf-pembroke
"Wade, Inc. - Vardaman",Shawn  Snellings,,ssnellings@wadeincorporated.com,http://wadeincorporated.com/,"463 Hwy. 8Vardaman, MS 38878",Sun: closed - closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/wade-inc-vardaman
Titan Machinery - Gillette,Sales Department,(855) 688-4826,leadmanagement@titanmachinery.com,http://www.titanmachinery.com,"4802 S Garner Lake RoadGillette, WY 82718",Sun: closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/titan-machinery-gillette
Tri-County Equipment - La Grande,Tyson Stebbins,,tstebbins@wcgg.biz,https://www.tri-countyequipment.com/,"62460 Commerce RoadLa Grande, OR 97850",Sun: closed - closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/tri-county-equipment-la-grande
"Wade, Inc. - Tunica",Jeff Horn,,jhorn@wadeinc.com,http://www.wadeincorporated.com,"1626 Highway 61 NTunica, MS 38676",Sun: closed; Mon: 07:00 AM - 05:00 PM; Tue: 07:00 AM - 05:00 PM; Wed: 07:00 AM - 05:00 PM; Thu: 07:00 AM - 05:00 PM; Fri: 07:00 AM - 05:00 PM; Sat: 07:00 AM - 12:00 PM,https://www.machinerypete.com/store/wade-inc-tunica
"Werner Implement Co., Inc - Vermillion",Sales Department,(651) 571-4642,kelly@wernerimplement.com,http://www.wernerimplement.com/,"119 Main Street EastVermillion, MN 55085",Sun: closed - closed; Mon: 08:00 AM - 05:30 PM; Tue: 08:00 AM - 05:30 PM; Wed: 08:00 AM - 05:30 PM; Thu: 08:00 AM - 05:30 PM; Fri: 08:00 AM - 05:30 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/werner-implement-co-inc-vermillion
Westbrook Ag Power - Westbrook ,Lincoln  Simonson,,sales@westbrookagpower.com,http://www.westbrookagpower.com,"31424 State Highway 30 Westbrook, MN 56183",Sun: closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/westbrook-ag-power-westbrook
Weltsch Equipment-Redwood Falls,Richard Weltsch,,wei@weltsch,http://weltsch.com,"1615 E. Bridge StRedwood Falls, MN 56283",Sun: closed; Mon: 08:00 AM - 05:30 PM; Tue: 08:00 AM - 05:30 PM; Wed: 08:00 AM - 05:30 PM; Thu: 08:00 AM - 05:30 PM; Fri: 08:00 AM - 05:30 PM; Sat: closed,https://www.machinerypete.com/store/weltsch-equipment-redwood-falls
US Equipment Sales - Brainerd,Craig Erpelding,(218) 736-9373,craig@usequipmentsalesmn.com,https://www.usequipmentbroker.com/default.htm,"5782 Gorron Rd.Brainerd, MN 56401",Sun: closed - closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 05:00 PM,https://www.machinerypete.com/store/us-equipment-sales-brainerd
Valley Plains Equipment - Crookston,Sales Dept.,(218) 217-0251,araap@valleyplainsequipment.com,http://www.valleyplainsequipment.com/valley-plains-equipment,"723 3rd Avenue SWCrookston, MN 56716",Sun: closed - closed; Mon: 07:30 AM - 05:30 PM; Tue: 07:30 AM - 05:30 PM; Wed: 07:30 AM - 05:30 PM; Thu: 07:30 AM - 05:30 PM; Fri: 07:30 AM - 05:30 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/valley-plains-equipment-crookston
True North Equipment - Mahnomen,Salesman,(218) 366-8806,Onlinesales@truenorthequipment.com,https://www.truenorthequipment.com/,"300 US Hwy. 59Mahnomen, MN 56557",Sun: closed - closed; Mon: 07:30 AM - 05:30 PM; Tue: 07:30 AM - 05:30 PM; Wed: 07:00 AM - 05:30 PM; Thu: 07:30 AM - 05:30 PM; Fri: 07:30 AM - 05:30 PM; Sat: 08:00 AM - 02:00 PM,https://www.machinerypete.com/store/true-north-equipment-mahnomen
True North Equipment. - Warren,Salesman,(218) 366-8786,Onlinesales@truenorthequipment.com,https://www.truenorthequipment.com/,"605 South MainWarren, MN 56762",Sun: closed - closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/true-north-equipment-warren
True North Equipment - Baudette,Salesman,(218) 228-3121,Onlinesales@truenorthequipment.com,https://www.truenorthequipment.com/,"302 Main St. EBaudette, MN 56623",Sun: closed - closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/true-north-equipment-baudette
True North Equipment. - Thief River Falls,Salesman,(218) 292-1697,Onlinesales@truenorthequipment.com,https://www.truenorthequipment.com/,"1820 State Hwy. 1 NEThief River Falls, MN 56701",Sun: closed - closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/true-north-equipment-thief-river-falls
True North Equipment - Kennedy,Salesman,(218) 228-0430,Onlinesales@truenorthequipment.com,http://www.truenorthequipment.com/,"1460 Hwy. 75 SouthKennedy, MN 56733",Sun: closed - closed; Mon: 07:30 AM - 05:30 PM; Tue: 07:30 AM - 05:30 PM; Wed: 07:30 AM - 05:30 PM; Thu: 07:30 AM - 05:30 PM; Fri: 07:30 AM - 05:30 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/true-north-equipment-kennedy
Titan Machinery - Winger,Sales Department,(855) 688-4826,leadmanagement@titanmachinery.com,http://www.titanmachinery.com/,"207 S Borud St.Winger, MN 56592",Sun: closed - closed; Mon: 08:00 AM - 05:30 PM; Tue: 08:00 AM - 05:30 PM; Wed: 08:00 AM - 05:30 PM; Thu: 08:00 AM - 05:30 PM; Fri: 08:00 AM - 05:30 PM; Sat: 09:00 AM - 01:00 PM,https://www.machinerypete.com/store/titan-machinery-winger
"Tjosvold Equipment, Inc. - Granite Falls",Jon Tjosvold,(320) 564-2331,tjos@earthlink.net,https://www.tjosvoldequip.com/contact.htm,"5352 285th Ave.Granite Falls, MN 56241",Sun: closed; Mon: 07:30 AM - 05:30 PM; Tue: 07:30 AM - 05:30 PM; Wed: 07:30 AM - 05:30 PM; Thu: 07:30 AM - 05:30 PM; Fri: 07:30 AM - 05:30 PM; Sat: 07:30 AM - 11:30 AM,https://www.machinerypete.com/store/tjosvold-equipment-inc-granite-falls
Troy Gillespie Tractors - Elbow Lake,Troy Gillespie,,troy.gillespie2@gmail.com,,"P.O. Box 233Elbow Lake , MN 56531",Sun: closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/troy-gillespie-tractors-elbow-lake
Trueman-Welters Tractor & Equipment - Buffalo,Sales,(763) 682-2200,paul@welters.net,https://www.trueman-welterstractor.com/index.htm,"1600 Hwy 55 EastBuffalo, MN 55313",Sun: closed - closed; Mon: 08:00 AM - 05:30 PM; Tue: 08:00 AM - 05:30 PM; Wed: 08:00 AM - 05:30 PM; Thu: 08:00 AM - 07:00 PM; Fri: 08:00 AM - 05:30 PM; Sat: 08:00 AM - 04:00 PM,https://www.machinerypete.com/store/trueman-welters-tractor-equipment-buffalo
Titan Machinery - Rogers,Sales Department,(855) 688-4826,leadmanagement@titanmachinery.com,http://www.titanmachinery.com,"14375 James RoadRogers, MN 55374",Sun: closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/titan-machinery-rogers
Titan Machinery - Shakopee,Sales Department,(855) 688-4826,leadmanagement@titanmachinery.com,http://www.titanmachinery.com,"6340 County Road 101 EastShakopee, MN 55379",Sun: closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/titan-machinery-shakopee
Titan Machinery - Pipestone,Sales Department,(855) 688-4826,leadmanagement@titanmachinery.com,http://www.titanmachinery.com/,"1402 Highway 75 SPipestone, MN 56164",Sun: closed - closed; Mon: 07:30 AM - 05:30 PM; Tue: 07:30 AM - 05:30 PM; Wed: 07:30 AM - 05:30 PM; Thu: 07:30 AM - 05:30 PM; Fri: 07:30 AM - 05:30 PM; Sat: 07:30 AM - 12:00 PM,https://www.machinerypete.com/store/titan-machinery-pipestone
Titan Machinery - Roseau,Sales Department,(855) 688-4826,leadmanagement@titanmachinery.com,http://www.titanmachinery.com/,"1118 3rd Street NWRoseau, MN 56751",Sun: 10:00 AM - 04:00 PM; Mon: 07:00 AM - 07:00 PM; Tue: 07:00 AM - 07:00 PM; Wed: 07:00 AM - 07:00 PM; Thu: 07:00 AM - 07:00 PM; Fri: 07:00 AM - 07:00 PM; Sat: 07:00 AM - 06:00 PM,https://www.machinerypete.com/store/titan-machinery-roseau
Titan Machinery - Marshall,Sales Department,(855) 688-4826,leadmanagement@titanmachinery.com,http://www.titanmachinery.com/,"1201 North Highway 59Marshall, MN 56258",Sun: closed - closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/titan-machinery-marshall
Titan Machinery - Glyndon,Sales Department,(855) 688-4826,leadmanagement@titanmachinery.com,http://www.titanmachinery.com/,"3314 70th Street SoGlyndon, MN 56547",Sun: closed - closed; Mon: 07:00 AM - 06:00 PM; Tue: 07:00 AM - 06:00 PM; Wed: 07:00 AM - 06:00 PM; Thu: 07:00 AM - 06:00 PM; Fri: 07:00 AM - 06:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/titan-machinery-glyndon
Titan Machinery - Moorhead,Sales Department,(855) 688-4826,leadmanagement@titanmachinery.com,http://www.titanmachinery.com/,"I-94 and Co. Rd. 11Moorhead, MN 56561",Sun: closed - closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/titan-machinery-moorhead
Titan Machinery - Duluth,Sales Department,(855) 688-4826,leadmanagement@titanmachinery.com,http://www.titanmachinery.com,"4311 Haines RoadHermantown, MN 55811",Sun: closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/titan-machinery-duluth
Titan Machinery - Graceville,Sales Department,(855) 688-4826,leadmanagement@titanmachinery.com,http://www.titanmachinery.com/,"315 Hwy. 28Graceville, MN 56240",Sun: closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/titan-machinery-graceville
TC Agri Sales (Wheaton),Tom,(320) 815-9971,tom@tcagrisales.com,https://www.tcagrisales.com/default.htm,"6708 County Road 14Wheaton, MN 56296",Sun: closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: closed,https://www.machinerypete.com/store/tc-agri-sales-wheaton
Titan Machinery - Elbow Lake,Sales Department,(855) 688-4826,leadmanagement@titanmachinery.com,http://www.titanmachinery.com/,"27062 U.S. Highway 59Elbow Lake, MN 56531",Sun: closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/titan-machinery-elbow-lake
Titan Machinery - Crookston,Sales Department,(855) 688-4826,leadmanagement@titanmachinery.com,http://www.titanmachinery.com/,"500 Ingersoll Ave.Crookston, MN 56716",Sun: closed; Mon: 06:30 AM - 05:30 PM; Tue: 06:30 AM - 05:30 PM; Wed: 06:30 AM - 05:30 PM; Thu: 06:30 AM - 05:30 PM; Fri: 06:30 AM - 05:30 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/titan-machinery-crookston
Titan Machinery - Ada,Sales Department,(855) 688-4826,leadmanagement@titanmachinery.com,http://www.titanmachinery.com/,"2491 State Highway 200Ada, MN 56510",Sun: closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/titan-machinery-ada
"Star Trailer Sales, Inc. - North Mankato",Sales Department,(507) 625-2234,jake.stock@startrailer.com,http://startrailer.com/default.aspx,"1120 Center StreetNorth Mankato, MN 56003",Sun: closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 12:30 PM,https://www.machinerypete.com/store/star-trailer-sales-inc-north-mankato
Story Sales & Service - Faribault,Rick Story,,info@storysalesandservice.com,http://www.storysalesandservice.com,"20012 Jacobs Ave.Faribault, MN 55021",Sun: closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/story-sales-service-faribault
Titan Machinery - Fergus Falls,Sales Department,(855) 688-4826,leadmanagement@titanmachinery.com,http://www.titanmachinery.com/,"2096 College WayFergus Falls, MN 56537",Sun: closed; Mon: 07:00 AM - 05:00 PM; Tue: 07:00 AM - 05:00 PM; Wed: 07:00 AM - 05:00 PM; Thu: 07:00 AM - 05:00 PM; Fri: 07:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/titan-machinery-fergus-falls
"SEMA Equipment, Inc. - Wanamingo",Equipment Sales,(844) 477-2527,tmikulecky@semaequip.com,http://www.semaequip.com/,"11555 Highway 60 Blvd.Wanamingo, MN 55983",Sun: closed; Mon: 07:30 AM - 05:30 PM; Tue: 07:30 AM - 05:30 PM; Wed: 07:30 AM - 05:30 PM; Thu: 07:30 AM - 05:30 PM; Fri: 07:30 AM - 05:30 PM; Sat: 07:30 AM - 12:00 PM,https://www.machinerypete.com/store/sema-equipment-inc-wanamingo
St. Joseph Equipment Inc. - Eyota,Brad Murphy,,brad.murphy@stjosephequipment.com,www.stjosephequipment.com,"4710 County Road 7 SEEyota, MN 55934",Sun: closed - closed; Mon: 07:30 AM - 05:00 PM; Tue: 07:30 AM - 05:00 PM; Wed: 07:30 AM - 05:00 PM; Thu: 07:30 AM - 05:00 PM; Fri: 07:30 AM - 05:00 PM; Sat: 07:30 AM - 12:00 PM,https://www.machinerypete.com/store/st-joseph-equipment-inc-eyota
"SEMA Equipment, Inc. - Plainview",Equipment Sales,(855) 637-5528,tmikulecky@semaequip.com,http://www.semaequip.com/,"55083 County Road 4Plainview, MN 55964",Sun: closed; Mon: 07:30 AM - 05:30 PM; Tue: 07:30 AM - 05:30 PM; Wed: 07:30 AM - 05:30 PM; Thu: 07:30 AM - 05:30 PM; Fri: 07:30 AM - 05:30 PM; Sat: 07:30 AM - 12:00 PM,https://www.machinerypete.com/store/sema-equipment-inc-plainview
Sterling Equipment & Repair,Joy Kesteloot,,joy@sterlingequipmentinc.com,http://www.sterlingequipmentinc.com/,"235 East 4th StreetCottonwood, MN 56229",Sun: closed - closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/sterling-equipment-repair
"Ritter Ag, Inc. - Trimont",Mike Ritter,(507) 581-8908,	neritter@frontiernet.net,http://ritteragriculture.com/,"460 Minnesota 4Trimont, MN 56176",Sun: closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 12:30 PM,https://www.machinerypete.com/store/ritter-ag-inc-trimont
"SEMA Equipment, Inc. - Caledonia",Equipment Sales,(844) 204-7354,tmikulecky@semaequip.com,http://www.semaequip.com/,"201 N Highway 44/76Caledonia, MN 55921",Sun: closed; Mon: 07:30 AM - 05:30 PM; Tue: 07:30 AM - 05:30 PM; Wed: 07:30 AM - 05:30 PM; Thu: 07:30 AM - 05:30 PM; Fri: 07:30 AM - 05:30 PM; Sat: 07:30 AM - 12:00 PM,https://www.machinerypete.com/store/sema-equipment-inc-caledonia
"SEMA Equipment, Inc. - Grand Meadow",Equipment Sales,(844) 715-7470,tmikulecky@semaequip.com,http://www.semaequip.com/,"505 4th Ave NEGrand Meadow, MN 55936",Sun: closed; Mon: 07:30 AM - 05:30 PM; Tue: 07:30 AM - 05:30 PM; Wed: 07:30 AM - 05:30 PM; Thu: 07:30 AM - 05:30 PM; Fri: 07:30 AM - 05:30 PM; Sat: 07:30 AM - 12:00 PM,https://www.machinerypete.com/store/sema-equipment-inc-grand-meadow
"SEMA Equipment, Inc. - St. Charles",Equipment Sales,(855) 776-1471,tmikulecky@semaequip.com,http://www.semaequip.com/,"11906 Hwy. 14 EastSt. Charles, MN 55972",Sun: closed; Mon: 07:30 AM - 05:30 PM; Tue: 07:30 AM - 05:30 PM; Wed: 07:30 AM - 05:30 PM; Thu: 07:30 AM - 05:30 PM; Fri: 07:30 AM - 05:30 PM; Sat: 07:30 AM - 12:00 PM,https://www.machinerypete.com/store/sema-equipment-inc-st-charles
"SEMA Equipment, Inc. - Northfield",Equipment Sales,(844) 402-2253,tmikulecky@semaequip.com,http://www.semaequip.com/,"32980 Northfield Blvd.Northfield, MN 55057",Sun: closed; Mon: 07:30 AM - 05:30 PM; Tue: 07:30 AM - 05:30 PM; Wed: 07:30 AM - 05:30 PM; Thu: 07:30 AM - 05:30 PM; Fri: 07:30 AM - 05:30 PM; Sat: 07:30 AM - 12:00 PM,https://www.machinerypete.com/store/sema-equipment-inc-northfield
RDO Equipment Co. - Fergus Falls,Used Ag Sales Department,(833) 956-8626,UsedAGSalesMP@rdoequipment.com,http://www.rdoequipment.com/,"21207 Co. Hwy. #1Fergus Falls, MN 56537",Sun: closed; Mon: 07:30 AM - 05:30 PM; Tue: 07:30 AM - 05:30 PM; Wed: 07:30 AM - 05:30 PM; Thu: 07:30 AM - 05:30 PM; Fri: 07:30 AM - 05:30 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/rdo-equipment-co-fergus-falls
OK Enterprises - Mt. Lake,Orvil Klassen,(507) 267-3849,oklassen@frontier.com,http://www.ok-enterprise.com,"42733 570th AveMt Lake, MN 56159",Sun: closed - closed; Mon: 07:00 AM - 05:00 PM; Tue: 07:00 AM - 05:00 PM; Wed: 07:00 AM - 05:00 PM; Thu: 07:00 AM - 05:00 PM; Fri: 07:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/ok-enterprises-mt-lake
